"filename", "language", "vue", "SCSS", "TypeScript", "XML", "CSS", "comment", "blank", "total"
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\DepartmentSelector.scss", "SCSS", 0, 53, 0, 0, 0, 5, 10, 68
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\DepartmentSelector.vue", "vue", 376, 0, 0, 0, 0, 7, 48, 431
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\DepartmentSelectorModal.scss", "SCSS", 0, 108, 0, 0, 0, 6, 19, 133
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\FileList.vue", "vue", 177, 0, 0, 0, 0, 4, 24, 205
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\ProcessTimeline.vue", "vue", 246, 0, 0, 0, 0, 1, 30, 277
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\TransFileTable.vue", "vue", 527, 0, 0, 0, 0, 24, 52, 603
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\TransferProgress.scss", "SCSS", 0, 68, 0, 0, 0, 0, 13, 81
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\TransferProgress.vue", "vue", 163, 0, 0, 0, 0, 0, 31, 194
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\UserSuggestSelect.vue", "vue", 76, 0, 0, 0, 0, 0, 12, 88
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\__tests__\DepartmentSelector.spec.ts", "TypeScript", 0, 0, 85, 0, 0, 1, 22, 108
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\__tests__\TransferProgress.spec.ts", "TypeScript", 0, 0, 101, 0, 0, 0, 27, 128
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\approval\ApprovalTimeline.vue", "vue", 109, 0, 0, 0, 0, 0, 19, 128
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\approval\approval-timeline.scss", "SCSS", 0, 33, 0, 0, 0, 0, 6, 39
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\detail\DetailFileTable.vue", "vue", 101, 0, 0, 0, 0, 0, 17, 118
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\detail\DetailInfoSection.vue", "vue", 25, 0, 0, 0, 0, 0, 5, 30
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\detail\detail-file-table.scss", "SCSS", 0, 47, 0, 0, 0, 0, 10, 57
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\detail\detail-info-section.scss", "SCSS", 0, 53, 0, 0, 0, 0, 9, 62
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\file-list.scss", "SCSS", 0, 36, 0, 0, 0, 0, 8, 44
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\file-upload.scss", "SCSS", 0, 152, 0, 0, 0, 0, 29, 181
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\business\trans-file-table.scss", "SCSS", 0, 297, 0, 0, 0, 9, 58, 364
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\AppHeader.vue", "vue", 95, 0, 0, 0, 0, 0, 17, 112
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\AppSidebar.vue", "vue", 83, 0, 0, 0, 0, 0, 15, 98
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\PageContainer.vue", "vue", 17, 0, 0, 0, 0, 0, 5, 22
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\RoleSwitcher.vue", "vue", 74, 0, 0, 0, 0, 0, 11, 85
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\ViewPlaceholder.vue", "vue", 30, 0, 0, 0, 0, 0, 5, 35
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\styles\app-header.scss", "SCSS", 0, 162, 0, 0, 0, 0, 25, 187
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\styles\app-sidebar.scss", "SCSS", 0, 68, 0, 0, 0, 0, 13, 81
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\styles\page-container.scss", "SCSS", 0, 35, 0, 0, 0, 0, 10, 45
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\components\common\styles\role-switcher.scss", "SCSS", 0, 68, 0, 0, 0, 0, 14, 82
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useApplicationList.spec.ts", "TypeScript", 0, 0, 59, 0, 0, 0, 7, 66
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useApprovalDetail.spec.ts", "TypeScript", 0, 0, 246, 0, 0, 0, 52, 298
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useApprovalList.spec.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 22, 90
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useAuditLog.spec.ts", "TypeScript", 0, 0, 129, 0, 0, 0, 30, 159
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useChannelManage.spec.ts", "TypeScript", 0, 0, 201, 0, 0, 0, 46, 247
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useDownloadList.spec.ts", "TypeScript", 0, 0, 143, 0, 0, 0, 28, 171
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useNotificationList.spec.ts", "TypeScript", 0, 0, 153, 0, 0, 0, 24, 177
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useRegionManage.spec.ts", "TypeScript", 0, 0, 227, 0, 0, 2, 53, 282
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useSystemConfig.spec.ts", "TypeScript", 0, 0, 176, 0, 0, 0, 47, 223
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useTransferManage.spec.ts", "TypeScript", 0, 0, 188, 0, 0, 0, 30, 218
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useTransferSimulator.spec.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 19, 70
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useUIConfig.spec.ts", "TypeScript", 0, 0, 185, 0, 0, 0, 32, 217
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\__tests__\useUserManage.spec.ts", "TypeScript", 0, 0, 180, 0, 0, 0, 36, 216
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useApplicationConfig.ts", "TypeScript", 0, 0, 44, 0, 0, 1, 8, 53
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useApplicationDetail.ts", "TypeScript", 0, 0, 180, 0, 0, 12, 25, 217
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useApplicationForm.ts", "TypeScript", 0, 0, 640, 0, 0, 46, 110, 796
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useApplicationList.ts", "TypeScript", 0, 0, 122, 0, 0, 8, 21, 151
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useApprovalDetail.ts", "TypeScript", 0, 0, 274, 0, 0, 23, 43, 340
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useApprovalList.ts", "TypeScript", 0, 0, 152, 0, 0, 11, 24, 187
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useAuditLog.ts", "TypeScript", 0, 0, 163, 0, 0, 0, 26, 189
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useChannelManage.ts", "TypeScript", 0, 0, 201, 0, 0, 0, 26, 227
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useDownloadList.ts", "TypeScript", 0, 0, 178, 0, 0, 27, 32, 237
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useFileChunk.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 10, 43
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useFileDownload.ts", "TypeScript", 0, 0, 91, 0, 0, 18, 16, 125
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useFileList.ts", "TypeScript", 0, 0, 72, 0, 0, 5, 9, 86
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useLogin.ts", "TypeScript", 0, 0, 103, 0, 0, 3, 20, 126
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useNotificationList.ts", "TypeScript", 0, 0, 126, 0, 0, 0, 33, 159
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useRegionManage.ts", "TypeScript", 0, 0, 277, 0, 0, 13, 30, 320
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useSystemConfig.ts", "TypeScript", 0, 0, 230, 0, 0, 39, 23, 292
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useTransDownload.ts", "TypeScript", 0, 0, 310, 0, 0, 51, 37, 398
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useTransUpload.ts", "TypeScript", 0, 0, 571, 0, 0, 135, 105, 811
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useTransferConfig.ts", "TypeScript", 0, 0, 139, 0, 0, 14, 13, 166
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useTransferManage.ts", "TypeScript", 0, 0, 241, 0, 0, 0, 47, 288
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useTransferSimulator.ts", "TypeScript", 0, 0, 156, 0, 0, 0, 29, 185
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useUIConfig.ts", "TypeScript", 0, 0, 502, 0, 0, 0, 53, 555
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useUserManage.ts", "TypeScript", 0, 0, 186, 0, 0, 0, 22, 208
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\composables\useUserSuggest.ts", "TypeScript", 0, 0, 66, 0, 0, 13, 10, 89
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\constants\index.ts", "TypeScript", 0, 0, 2, 0, 0, 5, 3, 10
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\constants\region.ts", "TypeScript", 0, 0, 62, 0, 0, 51, 17, 130
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\constants\transferType.ts", "TypeScript", 0, 0, 59, 0, 0, 29, 9, 97
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\directives\permission.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 7, 33
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\env.d.ts", "TypeScript", 0, 0, 12, 0, 0, 1, 4, 17
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\layouts\BlankLayout.vue", "vue", 10, 0, 0, 0, 0, 0, 2, 12
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\layouts\DefaultLayout.vue", "vue", 54, 0, 0, 0, 0, 0, 12, 66
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\main.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 7, 38
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\browser.ts", "TypeScript", 0, 0, 9, 0, 0, 4, 3, 16
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\data\applications.ts", "TypeScript", 0, 0, 146, 0, 0, 0, 4, 150
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\data\cities.ts", "TypeScript", 0, 0, 92, 0, 0, 1, 4, 97
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\data\demo-init.ts", "TypeScript", 0, 0, 181, 0, 0, 0, 13, 194
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\data\departments.ts", "TypeScript", 0, 0, 42, 0, 0, 1, 3, 46
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\data\index.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 1, 5
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\data\users.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 4, 81
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\db.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 6, 42
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\_utils.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 6, 53
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\application.ts", "TypeScript", 0, 0, 173, 0, 0, 7, 42, 222
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\approval.ts", "TypeScript", 0, 0, 185, 0, 0, 0, 50, 235
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\auditLog.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 14, 91
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\auth.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 15, 59
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\channelManage.ts", "TypeScript", 0, 0, 190, 0, 0, 0, 34, 224
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\city.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 7, 32
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\department.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 2, 12
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\file.ts", "TypeScript", 0, 0, 64, 0, 0, 10, 18, 92
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\index.ts", "TypeScript", 0, 0, 33, 0, 0, 2, 4, 39
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\notification.ts", "TypeScript", 0, 0, 61, 0, 0, 0, 24, 85
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\regionManage.ts", "TypeScript", 0, 0, 185, 0, 0, 2, 22, 209
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\systemConfig.ts", "TypeScript", 0, 0, 146, 0, 0, 8, 10, 164
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\uiConfig.ts", "TypeScript", 0, 0, 497, 0, 0, 7, 44, 548
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\mocks\handlers\user.ts", "TypeScript", 0, 0, 115, 0, 0, 0, 38, 153
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\router\__tests__\guards.spec.ts", "TypeScript", 0, 0, 72, 0, 0, 1, 12, 85
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\router\guards.ts", "TypeScript", 0, 0, 38, 0, 0, 2, 14, 54
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\router\index.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 4, 14
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\router\routes.ts", "TypeScript", 0, 0, 370, 0, 0, 14, 19, 403
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\__tests__\application.spec.ts", "TypeScript", 0, 0, 64, 0, 0, 0, 10, 74
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\__tests__\approval.spec.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 9, 63
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\__tests__\auth.spec.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 15, 92
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\__tests__\file.spec.ts", "TypeScript", 0, 0, 189, 0, 0, 0, 27, 216
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\__tests__\notification.spec.ts", "TypeScript", 0, 0, 120, 0, 0, 0, 24, 144
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\application.ts", "TypeScript", 0, 0, 151, 0, 0, 0, 24, 175
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\approval.ts", "TypeScript", 0, 0, 82, 0, 0, 0, 16, 98
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\auth.ts", "TypeScript", 0, 0, 131, 0, 0, 19, 17, 167
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\file.ts", "TypeScript", 0, 0, 239, 0, 0, 0, 43, 282
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\index.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 1, 6
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\stores\notification.ts", "TypeScript", 0, 0, 122, 0, 0, 0, 35, 157
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\style.css", "CSS", 0, 0, 0, 0, 70, 0, 10, 80
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\application.ts", "TypeScript", 0, 0, 44, 0, 0, 3, 7, 54
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\approval.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 3, 15
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\auditLog.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 4, 24
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\channelManage.ts", "TypeScript", 0, 0, 52, 0, 0, 0, 10, 62
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\common.ts", "TypeScript", 0, 0, 33, 0, 0, 1, 8, 42
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\detail.ts", "TypeScript", 0, 0, 13, 0, 0, 2, 2, 17
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\file.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 8, 63
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\index.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 3, 14
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\notification.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 3, 16
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\regionManage.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 9, 56
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\uiConfig.ts", "TypeScript", 0, 0, 86, 0, 0, 4, 15, 105
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\types\user.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 6, 38
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\__tests__\file.spec.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 5, 21
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\__tests__\format.spec.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 6, 27
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\__tests__\storage.spec.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 6, 27
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\__tests__\validate.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 6, 26
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\constants.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 5, 39
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\file.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 7, 26
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\format.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 13, 48
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\index.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 1, 7
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\path.ts", "TypeScript", 0, 0, 10, 0, 0, 9, 2, 21
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\payloadConverter.ts", "TypeScript", 0, 0, 98, 0, 0, 17, 9, 124
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\request.ts", "TypeScript", 0, 0, 93, 0, 0, 19, 16, 128
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\storage.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 5, 25
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\upload-db.ts", "TypeScript", 0, 0, 142, 0, 0, 53, 31, 226
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\utils\validate.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 5, 23
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\AuditLogView.vue", "vue", 159, 0, 0, 0, 0, 0, 18, 177
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\ChannelManageModal.vue", "vue", 126, 0, 0, 0, 0, 0, 20, 146
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\ChannelManageView.vue", "vue", 182, 0, 0, 0, 0, 0, 20, 202
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\ChannelServerModal.vue", "vue", 149, 0, 0, 0, 0, 0, 27, 176
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\RegionManageModal.vue", "vue", 228, 0, 0, 0, 0, 3, 29, 260
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\RegionManageView.vue", "vue", 286, 0, 0, 0, 0, 9, 24, 319
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\SystemConfigView.vue", "vue", 305, 0, 0, 0, 0, 4, 19, 328
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\UIConfigView.vue", "vue", 822, 0, 0, 0, 0, 0, 75, 897
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\UserManageModal.vue", "vue", 213, 0, 0, 0, 0, 0, 23, 236
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\UserManageView.vue", "vue", 196, 0, 0, 0, 0, 0, 16, 212
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\audit-log.scss", "SCSS", 0, 34, 0, 0, 0, 0, 7, 41
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\channel-manage.scss", "SCSS", 0, 90, 0, 0, 0, 0, 18, 108
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\region-manage.scss", "SCSS", 0, 77, 0, 0, 0, 0, 13, 90
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\system-config.scss", "SCSS", 0, 43, 0, 0, 0, 0, 12, 55
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\ui-config.scss", "SCSS", 0, 48, 0, 0, 0, 0, 10, 58
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\admin\user-manage.scss", "SCSS", 0, 28, 0, 0, 0, 0, 5, 33
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\ApplicationDetailView.vue", "vue", 117, 0, 0, 0, 0, 2, 18, 137
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\ApplicationListView.vue", "vue", 252, 0, 0, 0, 0, 1, 36, 289
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\CreateApplicationView.vue", "vue", 246, 0, 0, 0, 0, 0, 37, 283
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\SelectTypeView.vue", "vue", 129, 0, 0, 0, 0, 3, 14, 146
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\application-detail.scss", "SCSS", 0, 142, 0, 0, 0, 0, 25, 167
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\application-list.scss", "SCSS", 0, 175, 0, 0, 0, 0, 37, 212
